Date,^DJI,AAPL,AMGN,AMZN,AXP,BA,CAT,CRM,CSCO,CVX,DIS,DOW,GS,HD,HON,IBM,INTC,JNJ,JPM,KO,MCD,MMM,MRK,MSFT,NKE,PG,TRV,UNH,V,VZ,WMT
2014-01-03,0.0017404719689885515,-0.022211162981567487,-0.011551720282748777,-0.0038519168555408954,0.0032370458686287883,0.006926786556194105,-0.0005564608066650511,0.004728104740843492,-0.0009092447817277932,0.0016901135239079854,-0.002100152085641726,,0.007097816906588828,-0.0015866821598893481,0.0022121402819660916,0.005965319351463768,-0.00038776828323813486,0.008967819683931592,0.007700726130837392,-0.004931534967518733,0.0013472676623800318,0.0023144980028799774,0.004837960479451433,-0.006749887361897067,-0.00268787282097169,-0.0011181749012258858,-0.0019048262442734872,0.007082563616416184,0.0006787111896662452,-0.01190670289024084,-0.0032999149060916008
2014-01-06,-0.002729322405248418,0.005438531373578374,-0.008686165588957571,-0.007113375515583103,-0.00044568221596528594,0.005724059955805269,-0.013224494983058551,-0.016278380483760128,0.0013633185005102702,-0.0026574470842472015,-0.003817509342624211,,0.006824692112989645,-0.009693817878405078,-0.0009953056105451968,-0.003434774070663903,-0.012490046575750388,0.005212080873319624,0.0057793330920391794,-0.004706812213351786,-0.0071726771423968215,-0.0059403782329195695,0.0002007902821607217,-0.0213592863877534,-0.0077191351232707385,0.002359190266954944,-0.002695511760409886,-0.011517832751258625,-0.006032123221307745,0.00556009389003784,-0.005610153541302602
2014-01-07,0.006423114587887605,-0.0071771709187887864,0.025663410201124327,0.01111605917106511,-0.0037974334863612237,0.015058281519172266,0.00326655454340557,0.013189458424976113,0.01353869942840737,0.008431201787553275,0.006834868142168458,,-0.00603907738416588,0.004919795892463491,0.004083690238640044,0.019749588879081795,0.005092743215517275,0.021006384389686907,-0.011592174180184264,0.0029753859512450893,0.005514594570176327,0.00014540791044659695,0.007411309607823572,0.0077200250851385795,0.0007749864395590789,0.009626115646665016,-0.005864775264609979,0.03011871185193414,0.007613401469114505,0.012451098515603987,0.003063943635672332
2014-01-08,-0.0041340836503631784,0.006312775630034434,-0.004734720193823784,0.009725682651672687,0.003136067922192119,0.0022039909963631485,0.0023583076326433375,0.035574332587047904,-0.0008969586162898875,-0.014334315782467886,-0.014779769801667711,,0.0008408381589231153,0.005262336723337358,-0.003972784712387967,-0.009214261698143092,-0.006272190799620628,-0.0013798492709667927,0.00938658918765368,-0.01120369119468596,-0.010115366386224643,-0.007437554563097013,-0.006406533011803435,-0.01801392850541402,-0.005175407051223537,-0.014598934387135743,-0.00931951601265819,-0.011701063737370334,0.0032000774495181046,-0.005551514755039075,-0.007934750488926083
2014-01-09,-0.0010927886068122488,-0.012852311621629973,0.025643475063799236,-0.00226668921924171,-0.00594524320439891,0.009259603514522688,0.00637419270967597,-0.01148109406667504,-0.009012925516488557,0.0,-0.00426332144969638,,-0.00584543633399757,-0.004403322211188886,0.0003318782284261544,-0.003143395324654716,-0.004730146065067289,0.006035178557787046,-0.0018705758238495248,-0.005271817874065197,0.0005235848380961773,-0.001318609457494784,-0.0054378047816094925,-0.006452286507496976,0.0,0.002240689128467452,0.001141090703044896,0.006064560548314911,-0.001396243731609495,-0.020834387044185762,0.0033351709706915308
2014-01-10,-0.00046889051351058954,-0.006695195914398788,-0.007598995574245865,-0.008389068361873763,-0.003719699876778058,-0.0016195222144297695,0.008878256714135892,0.011656767837916106,0.005867574323722015,-0.018666042440628507,0.006520688045230396,,0.005565166284705905,0.005379236913803254,-0.003432685427360792,-0.0006409903772301772,0.008654549962990967,0.00010578389149169564,-0.004605499224379029,0.01001775585574002,0.003555628784728654,-0.0019807757389756937,0.00724370876851911,0.014252195336596577,-0.002207937558461063,-0.001493404726357787,-0.0021688447827293736,-0.01830532543882185,-0.003520995284779079,0.00524913455256416,-0.0006402566777972891
2014-01-13,-0.010956549411074875,0.005221756211153061,-0.01356745533724543,-0.016940942813231635,-0.017773987555157463,-0.008492671150328476,-0.006874038154420616,-0.0130790472438785,-0.0013511943966836996,-0.014651223645682184,-0.028523397351652116,,-0.014170312622636374,-0.012762326008455095,-0.014411158008486514,-0.016692778050380486,-0.0011755157839187947,-0.002536460493440957,-0.013598488660078888,-0.015064486745496692,-0.010177027003685554,-0.011075639392007735,0.06293344725482419,-0.029853079541457397,-0.0228804929723396,-0.0036176561162965014,-0.013232072471417257,-0.010226038548500887,-0.010135710516621274,-0.015193691202318102,-0.007072945801662792
2014-01-14,0.007104750992068428,0.019702915067223773,0.01127627013147604,0.01663920179405781,0.00149339324755151,-0.0049156559330237656,0.007426034564711095,0.022864127970149146,0.009865447799315129,0.0026799818859848104,0.015976368508427513,,0.004085596600780454,0.000493802019059246,0.005833804153453759,0.009511296614601206,0.03884371266436265,0.00232541425142475,0.0006929536608904609,0.004039340370741268,0.004104112770376685,0.02006728892920123,-0.0022620031862514395,0.022612596450874965,-0.00013303359481739075,0.010691169255110431,0.012774315850452115,0.0010811819646637012,0.0169862200776282,0.0010634407531168084,0.006047371893383711
2014-01-15,0.006579020571200405,0.019878396895186893,0.006688665554785715,-0.00420967863582884,0.012886872496325114,0.00434690091363781,0.02022286025509038,0.037708228050996315,0.01637594190277748,-0.0032670573252056795,-0.0022859008717617084,,0.012100287648340488,0.0007403951662750078,0.005800517702515457,0.009741676064220505,0.006017241780395531,0.0008439178564963977,0.029858276164756836,0.0017621351418398974,0.0025172854485800756,0.007468078758865324,-0.009097340060059841,0.027020976961725632,0.0034527946522038286,-0.000989623785359663,0.00490543316483164,0.011017366884269755,0.0049728449648771215,0.02496168396953457,-0.0038557773022919245
2014-01-16,-0.003947224658865489,-0.0055959746956547,0.004378312153508694,-0.00017684058204954012,-0.005340439082156086,-0.0029199415677377055,0.0021759173564853216,-0.008576588488396378,0.0,-0.0029408544815498643,-0.0009428796792948565,,-0.0202309359442351,0.0023410242901117325,0.0015562458626435475,0.0054184876414572,-0.004886295339705058,-0.0016890816944625494,-0.008440489562725903,-0.0012583130278802238,0.006265577222979258,-0.0020245034349905162,-0.0003805666652228598,0.0035301854385330397,-0.008520773221198858,-0.0028510567739497214,-0.00730988631138201,-0.028185682532627567,-0.008933164661438984,0.005371614233758252,-0.011656511809342707
